# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
#
#
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.790       52.318      -3.30  SCHIPHOL
#
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag);
# FXX      = Hoogste windstoot (in 0.1 m/s);
#
# STN,YYYYMMDD,  FXX
#
  240,20110817,   80
  240,20110818,  100
  240,20110819,  100
  240,20110820,   80
  240,20110821,  120
  240,20110822,   80
  240,20110823,  130
  240,20110824,   80
  240,20110825,  100
  240,20110826,  130
  240,20110827,  130
  240,20110828,  140
  240,20110829,  130
  240,20110830,   90
  240,20110831,   80
  240,20110901,   50
  240,20110902,  100
  240,20110903,  220
  240,20110904,  150
  240,20110905,  180
  240,20110906,  210
  240,20110907,  170
  240,20110908,  150
  240,20110909,  100
  240,20110910,  110
  240,20110911,  150
  240,20110912,  250
  240,20110913,  180
  240,20110914,  150
  240,20110915,   70
  240,20110916,  100
  240,20110917,  160
  240,20110918,  120
  240,20110919,  110
  240,20110920,  130
  240,20110921,  130
  240,20110922,  130
  240,20110923,   90
  240,20110924,   60
  240,20110925,   80
  240,20110926,  110
  240,20110927,   50
  240,20110928,   60
  240,20110929,   70
  240,20110930,   60
  240,20111001,   40
  240,20111002,   70
  240,20111003,  110
  240,20111004,  130
  240,20111005,  170
  240,20111006,  200
  240,20111007,  170
  240,20111008,  140
  240,20111009,  140
  240,20111010,  190
  240,20111011,  190
  240,20111012,   90
  240,20111013,   70
  240,20111014,   80
  240,20111015,   70
  240,20111016,   70
  240,20111017,  140
  240,20111018,  170
  240,20111019,  150
  240,20111020,  120
  240,20111021,  100
  240,20111022,  100
  240,20111023,  100
  240,20111024,  160
  240,20111025,  130
  240,20111026,  110
  240,20111027,  100
  240,20111028,   60
  240,20111029,   60
  240,20111030,   80
  240,20111031,   80
  240,20111101,   90
  240,20111102,   90
  240,20111103,  100
  240,20111104,  150
  240,20111105,   70
  240,20111106,  120
  240,20111107,  130
  240,20111108,   80
  240,20111109,   60
  240,20111110,   90
  240,20111111,  120
  240,20111112,   70
  240,20111113,   60
  240,20111114,   70
  240,20111115,   70
  240,20111116,   70
  240,20111117,   70
  240,20111118,   70
  240,20111119,   40
  240,20111120,   40
  240,20111121,   40
  240,20111122,   40
  240,20111123,   80
  240,20111124,  120
  240,20111125,  160
  240,20111126,  160
  240,20111127,  220
  240,20111128,  100
  240,20111129,  180
  240,20111130,  110
  240,20111201,  140
  240,20111202,  110
  240,20111203,  200
  240,20111204,  150
  240,20111205,  210
  240,20111206,  170
  240,20111207,  250
  240,20111208,  230
  240,20111209,  210
  240,20111210,  120
  240,20111211,   90
  240,20111212,  160
  240,20111213,  230
  240,20111214,  170
  240,20111215,  190
  240,20111216,  140
  240,20111217,  130
  240,20111218,  150
  240,20111219,  120
  240,20111220,  150
  240,20111221,   70
  240,20111222,  110
  240,20111223,  190
  240,20111224,  170
  240,20111225,  170
  240,20111226,  140
  240,20111227,  140
  240,20111228,  160
  240,20111229,  210
  240,20111230,  220
  240,20111231,  110
  240,20120101,  170
  240,20120102,  140
  240,20120103,  250
  240,20120104,  230
  240,20120105,  240
  240,20120106,  190
  240,20120107,  170
  240,20120108,  140
  240,20120109,  120
  240,20120110,   80
  240,20120111,  120
  240,20120112,  200
  240,20120113,  140
  240,20120114,   70
  240,20120115,   60
  240,20120116,   40
  240,20120117,   60
  240,20120118,  120
  240,20120119,  180
  240,20120120,  180
  240,20120121,  220
  240,20120122,  230
  240,20120123,  130
  240,20120124,   70
  240,20120125,   90
  240,20120126,  130
  240,20120127,  100
  240,20120128,   50
  240,20120129,   90
  240,20120130,   70
  240,20120131,  140
  240,20120201,  170
  240,20120202,  140
  240,20120203,  110
  240,20120204,   80
  240,20120205,  100
  240,20120206,   50
  240,20120207,  130
  240,20120208,  140
  240,20120209,   90
  240,20120210,   80
  240,20120211,   70
  240,20120212,   60
  240,20120213,  100
  240,20120214,  130
  240,20120215,  180
  240,20120216,   90
  240,20120217,  100
  240,20120218,  180
  240,20120219,  140
  240,20120220,  120
  240,20120221,  130
  240,20120222,  190
  240,20120223,  170
  240,20120224,  120
  240,20120225,  100
  240,20120226,   70
  240,20120227,  120
  240,20120228,   80
  240,20120229,   90
  240,20120301,   50
  240,20120302,   90
  240,20120303,   90
  240,20120304,   90
  240,20120305,  100
  240,20120306,   70
  240,20120307,  150
  240,20120308,  110
  240,20120309,  130
  240,20120310,  120
  240,20120311,   80
  240,20120312,   80
  240,20120313,   50
  240,20120314,   40
  240,20120315,   60
  240,20120316,  110
  240,20120317,   90
  240,20120318,  110
  240,20120319,   90
  240,20120320,  110
  240,20120321,   60
  240,20120322,  100
  240,20120323,   60
  240,20120324,   90
  240,20120325,   80
  240,20120326,   90
  240,20120327,   80
  240,20120328,   80
  240,20120329,  140
  240,20120330,  130
  240,20120331,  150
  240,20120401,  100
  240,20120402,   90
  240,20120403,   70
  240,20120404,  110
  240,20120405,  100
  240,20120406,  100
  240,20120407,  110
  240,20120408,  130
  240,20120409,  150
  240,20120410,  140
  240,20120411,  120
  240,20120412,   80
  240,20120413,   60
  240,20120414,   90
  240,20120415,  140
  240,20120416,  110
  240,20120417,  180
  240,20120418,  170
  240,20120419,  150
  240,20120420,  100
  240,20120421,  150
  240,20120422,  140
  240,20120423,  120
  240,20120424,   80
  240,20120425,  150
  240,20120426,  190
  240,20120427,  140
  240,20120428,  170
  240,20120429,  170
  240,20120430,  160
  240,20120501,  120
  240,20120502,  100
  240,20120503,   80
  240,20120504,  110
  240,20120505,  110
  240,20120506,  100
  240,20120507,  100
  240,20120508,  110
  240,20120509,  140
  240,20120510,  160
  240,20120511,  160
  240,20120512,  120
  240,20120513,  100
  240,20120514,  150
  240,20120515,  140
  240,20120516,  160
  240,20120517,   80
  240,20120518,  110
  240,20120519,   80
  240,20120520,  100
  240,20120521,  100
  240,20120522,  110
  240,20120523,   70
  240,20120524,  100
  240,20120525,  140
  240,20120526,  110
  240,20120527,   90
  240,20120528,   90
  240,20120529,   70
  240,20120530,   70
  240,20120531,  140
  240,20120601,   80
  240,20120602,  100
  240,20120603,  100
  240,20120604,  140
  240,20120605,   80
  240,20120606,  130
  240,20120607,  100
  240,20120608,  230
  240,20120609,  170
  240,20120610,   80
  240,20120611,  130
  240,20120612,  100
  240,20120613,   90
  240,20120614,   70
  240,20120615,  120
  240,20120616,  170
  240,20120617,  180
  240,20120618,  100
  240,20120619,   80
  240,20120620,  110
  240,20120621,  180
  240,20120622,  220
  240,20120623,  160
  240,20120624,  230
  240,20120625,  120
  240,20120626,   70
  240,20120627,  100
  240,20120628,  120
  240,20120629,  120
  240,20120630,  140
  240,20120701,  150
  240,20120702,   90
  240,20120703,   80
  240,20120704,  100
  240,20120705,   80
  240,20120706,  120
  240,20120707,  100
  240,20120708,  120
  240,20120709,  130
  240,20120710,  120
  240,20120711,  130
  240,20120712,  150
  240,20120713,  130
  240,20120714,  160
  240,20120715,  110
  240,20120716,  150
  240,20120717,  110
  240,20120718,  150
  240,20120719,  160
  240,20120720,  100
  240,20120721,   90
  240,20120722,   60
  240,20120723,   90
  240,20120724,   60
  240,20120725,  100
  240,20120726,   90
  240,20120727,   70
  240,20120728,   80
  240,20120729,  120
  240,20120730,  140
  240,20120731,   90
  240,20120801,  130
  240,20120802,  120
  240,20120803,  170
  240,20120804,  110
  240,20120805,   80
  240,20120806,  130
  240,20120807,  150
  240,20120808,   80
  240,20120809,   90
  240,20120810,   80
  240,20120811,   80
  240,20120812,  120
  240,20120813,   70
  240,20120814,  100
  240,20120815,  210
  240,20120816,   80
  240,20120817,  110
  240,20120818,  100
  240,20120819,  100
  240,20120820,   80
  240,20120821,   80
  240,20120822,  120
  240,20120823,   80
  240,20120824,  100
  240,20120825,  170
  240,20120826,  150
  240,20120827,  100
  240,20120828,  110
  240,20120829,  120
  240,20120830,  130
  240,20120831,  160
  240,20120901,  110
  240,20120902,   90
  240,20120903,  100
  240,20120904,   90
  240,20120905,  100
  240,20120906,   80
  240,20120907,  100
  240,20120908,   60
  240,20120909,   80
  240,20120910,  130
  240,20120911,  130
  240,20120912,  150
  240,20120913,   90
  240,20120914,  170
  240,20120915,  100
  240,20120916,  120
  240,20120917,  120
  240,20120918,  170
  240,20120919,  130
  240,20120920,  110
  240,20120921,  100
  240,20120922,  110
  240,20120923,  140
  240,20120924,  230
  240,20120925,  150
  240,20120926,  120
  240,20120927,  100
  240,20120928,  140
  240,20120929,  130
  240,20120930,  130
  240,20121001,  120
  240,20121002,  120
  240,20121003,  150
  240,20121004,  140
  240,20121005,  250
  240,20121006,  100
  240,20121007,  100
  240,20121008,   80
  240,20121009,   80
  240,20121010,   40
  240,20121011,  100
  240,20121012,  150
  240,20121013,  120
  240,20121014,  110
  240,20121015,  120
  240,20121016,  180
  240,20121017,  140
  240,20121018,  110
  240,20121019,   80
  240,20121020,   90
  240,20121021,  130
  240,20121022,   50
  240,20121023,   70
  240,20121024,   90
  240,20121025,  110
  240,20121026,  110
  240,20121027,  110
  240,20121028,  120
  240,20121029,  130
  240,20121030,   70
  240,20121031,  130
  240,20121101,  160
  240,20121102,  160
  240,20121103,  160
  240,20121104,  140
  240,20121105,  100
  240,20121106,  140
  240,20121107,  130
  240,20121108,  130
  240,20121109,   80
  240,20121110,   90
  240,20121111,   90
  240,20121112,   90
  240,20121113,  100
  240,20121114,   50
  240,20121115,   60
  240,20121116,   70
  240,20121117,   90
  240,20121118,   50
  240,20121119,   90
  240,20121120,  120
  240,20121121,  200
  240,20121122,  130
  240,20121123,  130
  240,20121124,  120
  240,20121125,  230
  240,20121126,   90
  240,20121127,   80
  240,20121128,   90
  240,20121129,   90
  240,20121130,   80
  240,20121201,  130
  240,20121202,  140
  240,20121203,  130
  240,20121204,  170
  240,20121205,  190
  240,20121206,  150
  240,20121207,  160
  240,20121208,   90
  240,20121209,  200
  240,20121210,  190
  240,20121211,   90
  240,20121212,  130
  240,20121213,   60
  240,20121214,  160
  240,20121215,  140
  240,20121216,  100
  240,20121217,   80
  240,20121218,   50
  240,20121219,   90
  240,20121220,  150
  240,20121221,  110
  240,20121222,  140
  240,20121223,  200
  240,20121224,  230
  240,20121225,  210
  240,20121226,  170
  240,20121227,  160
  240,20121228,  130
  240,20121229,  180
  240,20121230,  190
  240,20121231,  190
  240,20130101,  140
  240,20130102,  130
  240,20130103,  120
  240,20130104,  100
  240,20130105,   80
  240,20130106,   80
  240,20130107,  100
  240,20130108,   90
  240,20130109,   90
  240,20130110,  110
  240,20130111,   70
  240,20130112,   80
  240,20130113,   90
  240,20130114,   90
  240,20130115,  110
  240,20130116,   70
  240,20130117,   50
  240,20130118,  110
  240,20130119,  130
  240,20130120,  150
  240,20130121,   90
  240,20130122,   70
  240,20130123,   80
  240,20130124,   70
  240,20130125,  130
  240,20130126,  120
  240,20130127,  150
  240,20130128,  200
  240,20130129,  260
  240,20130130,  240
  240,20130131,  220
  240,20130201,  140
  240,20130202,  160
  240,20130203,  190
  240,20130204,  160
  240,20130205,  230
  240,20130206,  120
  240,20130207,  170
  240,20130208,  110
  240,20130209,   80
  240,20130210,  130
  240,20130211,  130
  240,20130212,  100
  240,20130213,   80
  240,20130214,  140
  240,20130215,   80
  240,20130216,   40
  240,20130217,   60
  240,20130218,   40
  240,20130219,  100
  240,20130220,  110
  240,20130221,  110
  240,20130222,  130
  240,20130223,  140
  240,20130224,  140
  240,20130225,  140
  240,20130226,  110
  240,20130227,  130
  240,20130228,   80
  240,20130301,  100
  240,20130302,   70
  240,20130303,   70
  240,20130304,   90
  240,20130305,   90
  240,20130306,   80
  240,20130307,   80
  240,20130308,   90
  240,20130309,   90
  240,20130310,  130
  240,20130311,  180
  240,20130312,  160
  240,20130313,  100
  240,20130314,  110
  240,20130315,  130
  240,20130316,  160
  240,20130317,  140
  240,20130318,  120
  240,20130319,   90
  240,20130320,  130
  240,20130321,   80
  240,20130322,  160
  240,20130323,  190
  240,20130324,  200
  240,20130325,  170
  240,20130326,  170
  240,20130327,  120
  240,20130328,  110
  240,20130329,   80
  240,20130330,  100
  240,20130331,  100
  240,20130401,  140
  240,20130402,  150
  240,20130403,  170
  240,20130404,  140
  240,20130405,  140
  240,20130406,  110
  240,20130407,   80
  240,20130408,  110
  240,20130409,  100
  240,20130410,   80
  240,20130411,  130
  240,20130412,  150
  240,20130413,  120
  240,20130414,  140
  240,20130415,  100
  240,20130416,  170
  240,20130417,  120
  240,20130418,  240
  240,20130419,  130
  240,20130420,  140
  240,20130421,   90
  240,20130422,  120
  240,20130423,  120
  240,20130424,  120
  240,20130425,  120
  240,20130426,  100
  240,20130427,  110
  240,20130428,   80
  240,20130429,  130
  240,20130430,  110
  240,20130501,  120
  240,20130502,  130
  240,20130503,   80
  240,20130504,  170
  240,20130505,   80
  240,20130506,  100
  240,20130507,  120
  240,20130508,  140
  240,20130509,  120
  240,20130510,  180
  240,20130511,  150
  240,20130512,  130
  240,20130513,  170
  240,20130514,  120
  240,20130515,  140
  240,20130516,  130
  240,20130517,   80
  240,20130518,   90
  240,20130519,   90
  240,20130520,   50
  240,20130521,  120
  240,20130522,  160
  240,20130523,  130
  240,20130524,  130
  240,20130525,  120
  240,20130526,  130
  240,20130527,   80
  240,20130528,  120
  240,20130529,  100
  240,20130530,   70
  240,20130531,  140
  240,20130601,  110
  240,20130602,  100
  240,20130603,  120
  240,20130604,  100
  240,20130605,   90
  240,20130606,  100
  240,20130607,  110
  240,20130608,  120
  240,20130609,  110
  240,20130610,   80
  240,20130611,   70
  240,20130612,  130
  240,20130613,  210
  240,20130614,  120
  240,20130615,  210
  240,20130616,  130
  240,20130617,  110
  240,20130618,   70
  240,20130619,  130
  240,20130620,  100
  240,20130621,  150
  240,20130622,  190
  240,20130623,  170
  240,20130624,  110
  240,20130625,   90
  240,20130626,   90
  240,20130627,  110
  240,20130628,  100
  240,20130629,  110
  240,20130630,  120
  240,20130701,  120
  240,20130702,   90
  240,20130703,   90
  240,20130704,  130
  240,20130705,   70
  240,20130706,   80
  240,20130707,   80
  240,20130708,  110
  240,20130709,   90
  240,20130710,  100
  240,20130711,  100
  240,20130712,   80
  240,20130713,   80
  240,20130714,   70
  240,20130715,   80
  240,20130716,   60
  240,20130717,   70
  240,20130718,  100
  240,20130719,  130
  240,20130720,   80
  240,20130721,   80
  240,20130722,   60
  240,20130723,   70
  240,20130724,  100
  240,20130725,  110
  240,20130726,   70
  240,20130727,  110
  240,20130728,  120
  240,20130729,  150
  240,20130730,  130
  240,20130731,  120
  240,20130801,  100
  240,20130802,   90
  240,20130803,  160
  240,20130804,   70
  240,20130805,  130
  240,20130806,  120
  240,20130807,  120
  240,20130808,  100
  240,20130809,  100
  240,20130810,  150
  240,20130811,  130
  240,20130812,  110
  240,20130813,  140
  240,20130814,   70
  240,20130815,  100
  240,20130816,  120
  240,20130817,  120
  240,20130818,  130
  240,20130819,  110
  240,20130820,   70
  240,20130821,   70
  240,20130822,   70
  240,20130823,   80
  240,20130824,  100
  240,20130825,   80
  240,20130826,  120
  240,20130827,   80
  240,20130828,  100
  240,20130829,  100
  240,20130830,  100
  240,20130831,  120
  240,20130901,  130
  240,20130902,  120
  240,20130903,  100
  240,20130904,   70
  240,20130905,   90
  240,20130906,  120
  240,20130907,   70
  240,20130908,  130
  240,20130909,  110
  240,20130910,  210
  240,20130911,  130
  240,20130912,   90
  240,20130913,   90
  240,20130914,  150
  240,20130915,  160
  240,20130916,  170
  240,20130917,  140
  240,20130918,  120
  240,20130919,  120
  240,20130920,  110
  240,20130921,   80
  240,20130922,   90
  240,20130923,   90
  240,20130924,   40
  240,20130925,   50
  240,20130926,  110
  240,20130927,   90
  240,20130928,  120
  240,20130929,  130
  240,20130930,  110
  240,20131001,  110
  240,20131002,  130
  240,20131003,  110
  240,20131004,  130
  240,20131005,   80
  240,20131006,   50
  240,20131007,   70
  240,20131008,   80
  240,20131009,  160
  240,20131010,  100
  240,20131011,  100
  240,20131012,   80
  240,20131013,  200
  240,20131014,  100
  240,20131015,   80
  240,20131016,  100
  240,20131017,  200
  240,20131018,   90
  240,20131019,   90
  240,20131020,  140
  240,20131021,  100
  240,20131022,  130
  240,20131023,  210
  240,20131024,   70
  240,20131025,  110
  240,20131026,  140
  240,20131027,  240
  240,20131028,  310
  240,20131029,  170
  240,20131030,  120
  240,20131031,  140
  240,20131101,  130
  240,20131102,  150
  240,20131103,  200
  240,20131104,  140
  240,20131105,  180
  240,20131106,  200
  240,20131107,  200
  240,20131108,  100
  240,20131109,  160
  240,20131110,  140
  240,20131111,  120
  240,20131112,  120
  240,20131113,   80
  240,20131114,  120
  240,20131115,   80
  240,20131116,   70
  240,20131117,   40
  240,20131118,  110
  240,20131119,  110
  240,20131120,  150
  240,20131121,  100
  240,20131122,  100
  240,20131123,   80
  240,20131124,  120
  240,20131125,  100
  240,20131126,   70
  240,20131127,   90
  240,20131128,   80
  240,20131129,  190
  240,20131130,  130
  240,20131201,   80
  240,20131202,   50
  240,20131203,   60
  240,20131204,  110
  240,20131205,  310
  240,20131206,  230
  240,20131207,  110
  240,20131208,  170
  240,20131209,  160
  240,20131210,   70
  240,20131211,   70
  240,20131212,  100
  240,20131213,   80
  240,20131214,  140
  240,20131215,  150
  240,20131216,  150
  240,20131217,  100
  240,20131218,  130
  240,20131219,  160
  240,20131220,  140
  240,20131221,  190
  240,20131222,  180
  240,20131223,  240
  240,20131224,  310
  240,20131225,  130
  240,20131226,  100
  240,20131227,  190
  240,20131228,  110
  240,20131229,  110
  240,20131230,  160
  240,20131231,  130
  240,20140101,  170
  240,20140102,  140
  240,20140103,  230
  240,20140104,  150
  240,20140105,  140
  240,20140106,  180
  240,20140107,  180
  240,20140108,  130
  240,20140109,  240
  240,20140110,  120
  240,20140111,  130
  240,20140112,   90
  240,20140113,  140
  240,20140114,   80
  240,20140115,  120
  240,20140116,  100
  240,20140117,  130
  240,20140118,   90
  240,20140119,  110
  240,20140120,   60
  240,20140121,   60
  240,20140122,  100
  240,20140123,  110
  240,20140124,   80
  240,20140125,  180
  240,20140126,  200
  240,20140127,  150
  240,20140128,  150
  240,20140129,  130
  240,20140130,   80
  240,20140131,  160
  240,20140201,  160
  240,20140202,  120
  240,20140203,  100
  240,20140204,  120
  240,20140205,  160
  240,20140206,  160
  240,20140207,  170
  240,20140208,  180
  240,20140209,  220
  240,20140210,  110
  240,20140211,  200
  240,20140212,  210
  240,20140213,  160
  240,20140214,  170
  240,20140215,  240
  240,20140216,  150
  240,20140217,   90
  240,20140218,   80
  240,20140219,  110
  240,20140220,  130
  240,20140221,  140
  240,20140222,  120
  240,20140223,  140
  240,20140224,  120
  240,20140225,  140
  240,20140226,  100
  240,20140227,  180
  240,20140228,   80
  240,20140301,   80
  240,20140302,  130
  240,20140303,  130
  240,20140304,   70
  240,20140305,   70
  240,20140306,   90
  240,20140307,  130
  240,20140308,  110
  240,20140309,  110
  240,20140310,  130
  240,20140311,  120
  240,20140312,   70
  240,20140313,   60
  240,20140314,  140
  240,20140315,  150
  240,20140316,  130
  240,20140317,  130
  240,20140318,  180
  240,20140319,  180
  240,20140320,  160
  240,20140321,  150
  240,20140322,  130
  240,20140323,  100
  240,20140324,   80
  240,20140325,  110
  240,20140326,   90
  240,20140327,  110
  240,20140328,  100
  240,20140329,   90
  240,20140330,   60
  240,20140331,   80
  240,20140401,   70
  240,20140402,   90
  240,20140403,   80
  240,20140404,   80
  240,20140405,  110
  240,20140406,  120
  240,20140407,  160
  240,20140408,  180
  240,20140409,  130
  240,20140410,   60
  240,20140411,   80
  240,20140412,  110
  240,20140413,  140
  240,20140414,  200
  240,20140415,  120
  240,20140416,   90
  240,20140417,  140
  240,20140418,  130
  240,20140419,  140
  240,20140420,  150
  240,20140421,  100
  240,20140422,   90
  240,20140423,   80
  240,20140424,  100
  240,20140425,  100
  240,20140426,   90
  240,20140427,   60
  240,20140428,   70
  240,20140429,   70
  240,20140430,   70
  240,20140501,   80
  240,20140502,  160
  240,20140503,   90
  240,20140504,   70
  240,20140505,  100
  240,20140506,  140
  240,20140507,  170
  240,20140508,  140
  240,20140509,  240
  240,20140510,  200
  240,20140511,  200
  240,20140512,  130
  240,20140513,  100
  240,20140514,  110
  240,20140515,   80
  240,20140516,   80
  240,20140517,   70
  240,20140518,  100
  240,20140519,  100
  240,20140520,  130
  240,20140521,  180
  240,20140522,  180
  240,20140523,   80
  240,20140524,  110
  240,20140525,   70
  240,20140526,  130
  240,20140527,   80
  240,20140528,   90
  240,20140529,  100
  240,20140530,   90
  240,20140531,  100
  240,20140601,   80
  240,20140602,   90
  240,20140603,   70
  240,20140604,  110
  240,20140605,  180
  240,20140606,   80
  240,20140607,   90
  240,20140608,   80
  240,20140609,   70
  240,20140610,  160
  240,20140611,  100
  240,20140612,   90
  240,20140613,   90
  240,20140614,  110
  240,20140615,  100
  240,20140616,  130
  240,20140617,  100
  240,20140618,   90
  240,20140619,  100
  240,20140620,  110
  240,20140621,   90
  240,20140622,  100
  240,20140623,   70
  240,20140624,  100
  240,20140625,   90
  240,20140626,   80
  240,20140627,  110
  240,20140628,   90
  240,20140629,  100
  240,20140630,  100
  240,20140701,  100
  240,20140702,  110
  240,20140703,  120
  240,20140704,  140
  240,20140705,  160
  240,20140706,  170
  240,20140707,   80
  240,20140708,  110
  240,20140709,  160
  240,20140710,   70
  240,20140711,  110
  240,20140712,   90
  240,20140713,   90
  240,20140714,  100
  240,20140715,  110
  240,20140716,   80
  240,20140717,   80
  240,20140718,   90
  240,20140719,  110
  240,20140720,   80
  240,20140721,   90
  240,20140722,  120
  240,20140723,  130
  240,20140724,  130
  240,20140725,   90
  240,20140726,   70
  240,20140727,   80
  240,20140728,  120
  240,20140729,  110
  240,20140730,  100
  240,20140731,   90
  240,20140801,   90
  240,20140802,  110
  240,20140803,   90
  240,20140804,  100
  240,20140805,   80
  240,20140806,  110
  240,20140807,   70
  240,20140808,  100
  240,20140809,  170
  240,20140810,  160
  240,20140811,  180
  240,20140812,  170
  240,20140813,  120
  240,20140814,  100
  240,20140815,  130
  240,20140816,  140
  240,20140817,  160
  240,20140818,  170
  240,20140819,  150
  240,20140820,  110
  240,20140821,  120
  240,20140822,  140
  240,20140823,  120
  240,20140824,  120
  240,20140825,   80
  240,20140826,  120
  240,20140827,   70
  240,20140828,  110
  240,20140829,  140
  240,20140830,  140
  240,20140831,  130
  240,20140901,   70
  240,20140902,   80
  240,20140903,  100
  240,20140904,   70
  240,20140905,   50
  240,20140906,   80
  240,20140907,   80
  240,20140908,   70
  240,20140909,   80
  240,20140910,   80
  240,20140911,  100
  240,20140912,  110
  240,20140913,  100
  240,20140914,   90
  240,20140915,   70
  240,20140916,   60
  240,20140917,   80
  240,20140918,   70
  240,20140919,   60
  240,20140920,   90
  240,20140921,  130
  240,20140922,  150
  240,20140923,   90
  240,20140924,  110
  240,20140925,  130
  240,20140926,  130
  240,20140927,   60
  240,20140928,   50
  240,20140929,   80
  240,20140930,  100
  240,20141001,   90
  240,20141002,   50
  240,20141003,   60
  240,20141004,  130
  240,20141005,   80
  240,20141006,  100
  240,20141007,  170
  240,20141008,  130
  240,20141009,  140
  240,20141010,  110
  240,20141011,   60
  240,20141012,  100
  240,20141013,  100
  240,20141014,  120
  240,20141015,   80
  240,20141016,  110
  240,20141017,  110
  240,20141018,  120
  240,20141019,  160
  240,20141020,  150
  240,20141021,  250
  240,20141022,  210
  240,20141023,  120
  240,20141024,  110
  240,20141025,   90
  240,20141026,   90
  240,20141027,   90
  240,20141028,  110
  240,20141029,   90
  240,20141030,   80
  240,20141031,   60
  240,20141101,   70
  240,20141102,  140
  240,20141103,  140
  240,20141104,  100
  240,20141105,   50
  240,20141106,   80
  240,20141107,  160
  240,20141108,  120
  240,20141109,  100
  240,20141110,  120
  240,20141111,  100
  240,20141112,   80
  240,20141113,   80
  240,20141114,  120
  240,20141115,   70
  240,20141116,   60
  240,20141117,  100
  240,20141118,  100
  240,20141119,   60
  240,20141120,   70
  240,20141121,  100
  240,20141122,   80
  240,20141123,  110
  240,20141124,   70
  240,20141125,   90
  240,20141126,  100
  240,20141127,   80
  240,20141128,  110
  240,20141129,  110
  240,20141130,   90
  240,20141201,  100
  240,20141202,  100
  240,20141203,  130
  240,20141204,   80
  240,20141205,   80
  240,20141206,   70
  240,20141207,  130
  240,20141208,  110
  240,20141209,  160
  240,20141210,  170
  240,20141211,  220
  240,20141212,  230
  240,20141213,   70
  240,20141214,  120
  240,20141215,  140
  240,20141216,  120
  240,20141217,  140
  240,20141218,  220
  240,20141219,  230
  240,20141220,  200
  240,20141221,  210
  240,20141222,  230
  240,20141223,  210
  240,20141224,  200
  240,20141225,  160
  240,20141226,  110
  240,20141227,  180
  240,20141228,  150
  240,20141229,  110
  240,20141230,   90
  240,20141231,  100
  240,20150101,  160
  240,20150102,  190
  240,20150103,  140
  240,20150104,   90
  240,20150105,   90
  240,20150106,  100
  240,20150107,  140
  240,20150108,  130
  240,20150109,  240
  240,20150110,  270
  240,20150111,  200
  240,20150112,  220
  240,20150113,  180
  240,20150114,  170
  240,20150115,  220
  240,20150116,  180
  240,20150117,  130
  240,20150118,  100
  240,20150119,   40
  240,20150120,   60
  240,20150121,   90
  240,20150122,  100
  240,20150123,  130
  240,20150124,  130
  240,20150125,   80
  240,20150126,  130
  240,20150127,  100
  240,20150128,  230
  240,20150129,  180
  240,20150130,  130
  240,20150131,   90
  240,20150201,  130
  240,20150202,  130
  240,20150203,  100
  240,20150204,  100
  240,20150205,  110
  240,20150206,  130
  240,20150207,  120
  240,20150208,  140
  240,20150209,  100
  240,20150210,   70
  240,20150211,   60
  240,20150212,   60
  240,20150213,  110
  240,20150214,   90
  240,20150215,  100
  240,20150216,   60
  240,20150217,   90
  240,20150218,  100
  240,20150219,  150
  240,20150220,  130
  240,20150221,  110
  240,20150222,  180
  240,20150223,  180
  240,20150224,  200
  240,20150225,  110
  240,20150226,  120
  240,20150227,  110
  240,20150228,  170
  240,20150301,  240
  240,20150302,  210
  240,20150303,  170
  240,20150304,  170
  240,20150305,  100
  240,20150306,  100
  240,20150307,  120
  240,20150308,  110
  240,20150309,  110
  240,20150310,  100
  240,20150311,   70
  240,20150312,  100
  240,20150313,  100
  240,20150314,  110
  240,20150315,  110
  240,20150316,   80
  240,20150317,   70
  240,20150318,  100
  240,20150319,   70
  240,20150320,   80
  240,20150321,  150
  240,20150322,  110
  240,20150323,   80
  240,20150324,   70
  240,20150325,   90
  240,20150326,  170
  240,20150327,  160
  240,20150328,  180
  240,20150329,  320
  240,20150330,  230
  240,20150331,  280
  240,20150401,  230
  240,20150402,  170
  240,20150403,   80
  240,20150404,  110
  240,20150405,   90
  240,20150406,   60
  240,20150407,   90
  240,20150408,   70
  240,20150409,   60
  240,20150410,   70
  240,20150411,  210
  240,20150412,  180
  240,20150413,   90
  240,20150414,  150
  240,20150415,  110
  240,20150416,  100
  240,20150417,  110
  240,20150418,  100
  240,20150419,   70
  240,20150420,   90
  240,20150421,  100
  240,20150422,  100
  240,20150423,   70
  240,20150424,  110
  240,20150425,  140
  240,20150426,   80
  240,20150427,  100
  240,20150428,  150
  240,20150429,  140
  240,20150430,  140
