# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
#
#
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.790       52.318      -3.30  SCHIPHOL
#
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag);
# FXX      = Hoogste windstoot (in 0.1 m/s);
#
# STN,YYYYMMDD,  FXX
#
  240,20150501,   90
  240,20150502,   90
  240,20150503,  150
  240,20150504,  140
  240,20150505,  240
  240,20150506,  240
  240,20150507,  170
  240,20150508,   80
  240,20150509,  190
  240,20150510,   90
  240,20150511,  120
  240,20150512,  160
  240,20150513,  100
  240,20150514,  110
  240,20150515,  110
  240,20150516,  120
  240,20150517,  120
  240,20150518,  210
  240,20150519,  160
  240,20150520,  120
  240,20150521,  100
  240,20150522,  100
  240,20150523,  100
  240,20150524,   90
  240,20150525,  100
  240,20150526,  130
  240,20150527,  110
  240,20150528,  150
  240,20150529,  170
  240,20150530,  140
  240,20150531,  160
  240,20150601,  140
  240,20150602,  210
  240,20150603,  150
  240,20150604,   90
  240,20150605,  120
  240,20150606,  120
  240,20150607,  110
  240,20150608,  130
  240,20150609,  110
  240,20150610,  130
  240,20150611,  120
  240,20150612,   90
  240,20150613,  160
  240,20150614,   90
  240,20150615,  110
  240,20150616,   90
  240,20150617,  150
  240,20150618,  130
  240,20150619,  130
  240,20150620,   80
  240,20150621,  120
  240,20150622,  120
  240,20150623,  130
  240,20150624,  130
  240,20150625,   80
  240,20150626,  110
  240,20150627,  110
  240,20150628,   90
  240,20150629,  100
  240,20150630,   90
  240,20150701,  110
  240,20150702,  150
  240,20150703,  100
  240,20150704,  140
  240,20150705,  170
  240,20150706,  120
  240,20150707,  180
  240,20150708,  150
  240,20150709,  130
  240,20150710,  100
  240,20150711,  100
  240,20150712,  140
  240,20150713,  120
  240,20150714,  110
  240,20150715,  110
  240,20150716,   80
  240,20150717,  180
  240,20150718,  130
  240,20150719,  130
  240,20150720,  120
  240,20150721,  140
  240,20150722,  120
  240,20150723,   90
  240,20150724,  110
  240,20150725,  280
  240,20150726,  130
  240,20150727,  200
  240,20150728,  170
  240,20150729,  180
  240,20150730,  120
  240,20150731,   60
  240,20150801,   70
  240,20150802,   80
  240,20150803,  110
  240,20150804,  140
  240,20150805,   90
  240,20150806,  130
  240,20150807,   70
  240,20150808,   90
  240,20150809,   50
  240,20150810,   90
  240,20150811,   60
  240,20150812,  110
  240,20150813,  190
  240,20150814,  100
  240,20150815,  120
  240,20150816,  100
  240,20150817,  100
  240,20150818,  110
  240,20150819,   90
  240,20150820,   90
  240,20150821,   60
  240,20150822,  100
  240,20150823,  150
  240,20150824,  170
  240,20150825,  160
  240,20150826,  210
  240,20150827,  120
  240,20150828,  110
  240,20150829,   80
  240,20150830,   80
  240,20150831,  120
  240,20150901,  110
  240,20150902,  110
  240,20150903,  100
  240,20150904,  160
  240,20150905,  150
  240,20150906,  140
  240,20150907,  100
  240,20150908,   80
  240,20150909,  100
  240,20150910,  110
  240,20150911,  100
  240,20150912,  100
  240,20150913,  120
  240,20150914,  160
  240,20150915,  170
  240,20150916,  140
  240,20150917,  120
  240,20150918,  120
  240,20150919,  100
  240,20150920,  110
  240,20150921,  100
  240,20150922,  100
  240,20150923,  120
  240,20150924,  110
  240,20150925,   90
  240,20150926,   90
  240,20150927,   90
  240,20150928,  100
  240,20150929,  120
  240,20150930,  120
  240,20151001,  120
  240,20151002,   90
  240,20151003,   50
  240,20151004,   80
  240,20151005,  100
  240,20151006,   80
  240,20151007,  100
  240,20151008,   80
  240,20151009,   90
  240,20151010,  100
  240,20151011,  100
  240,20151012,   80
  240,20151013,  150
  240,20151014,  120
  240,20151015,   70
  240,20151016,   90
  240,20151017,   60
  240,20151018,   70
  240,20151019,   70
  240,20151020,   90
  240,20151021,  110
  240,20151022,  120
  240,20151023,   80
  240,20151024,   80
  240,20151025,   70
  240,20151026,   90
  240,20151027,   70
  240,20151028,   70
  240,20151029,   80
  240,20151030,   70
  240,20151031,   70
  240,20151101,   60
  240,20151102,   50
  240,20151103,   70
  240,20151104,  100
  240,20151105,  100
  240,20151106,  180
  240,20151107,  200
  240,20151108,  170
  240,20151109,  190
  240,20151110,  180
  240,20151111,  130
  240,20151112,  110
  240,20151113,  220
  240,20151114,  200
  240,20151115,  230
  240,20151116,  180
  240,20151117,  270
  240,20151118,  270
  240,20151119,  190
  240,20151120,  170
  240,20151121,  160
  240,20151122,  130
  240,20151123,  100
  240,20151124,  150
  240,20151125,  130
  240,20151126,   90
  240,20151127,  130
  240,20151128,  190
  240,20151129,  260
  240,20151130,  220
  240,20151201,  150
  240,20151202,  120
  240,20151203,  130
  240,20151204,  150
  240,20151205,  180
  240,20151206,  170
  240,20151207,   90
  240,20151208,  120
  240,20151209,  120
  240,20151210,  170
  240,20151211,  210
  240,20151212,  240
  240,20151213,  200
  240,20151214,   80
  240,20151215,   80
  240,20151216,  140
  240,20151217,  100
  240,20151218,  120
  240,20151219,  110
  240,20151220,  140
  240,20151221,  220
  240,20151222,  200
  240,20151223,  180
  240,20151224,  160
  240,20151225,  150
  240,20151226,  190
  240,20151227,  150
  240,20151228,  110
  240,20151229,   90
  240,20151230,  140
  240,20151231,  160
  240,20160101,  100
  240,20160102,  110
  240,20160103,  140
  240,20160104,  110
  240,20160105,  100
  240,20160106,   80
  240,20160107,  220
  240,20160108,  190
  240,20160109,  120
  240,20160110,  170
  240,20160111,  100
  240,20160112,  150
  240,20160113,  150
  240,20160114,  140
  240,20160115,  110
  240,20160116,  220
  240,20160117,   90
  240,20160118,   70
  240,20160119,   70
  240,20160120,  110
  240,20160121,   80
  240,20160122,  110
  240,20160123,  100
  240,20160124,  110
  240,20160125,  160
  240,20160126,  190
  240,20160127,  200
  240,20160128,  130
  240,20160129,  210
  240,20160130,  200
  240,20160131,  170
  240,20160201,  240
  240,20160202,  190
  240,20160203,  160
  240,20160204,  140
  240,20160205,  140
  240,20160206,  140
  240,20160207,  210
  240,20160208,  280
  240,20160209,  210
  240,20160210,  140
  240,20160211,  100
  240,20160212,   80
  240,20160213,  120
  240,20160214,  130
  240,20160215,  130
  240,20160216,   70
  240,20160217,   70
  240,20160218,   90
  240,20160219,  140
  240,20160220,  220
  240,20160221,  230
  240,20160222,  220
  240,20160223,  130
  240,20160224,  110
  240,20160225,  140
  240,20160226,   80
  240,20160227,  110
  240,20160228,  130
  240,20160229,  100
  240,20160301,  140
  240,20160302,  180
  240,20160303,  100
  240,20160304,  150
  240,20160305,   90
  240,20160306,   80
  240,20160307,   70
  240,20160308,  110
  240,20160309,  150
  240,20160310,   80
  240,20160311,   80
  240,20160312,   60
  240,20160313,  100
  240,20160314,  110
  240,20160315,   90
  240,20160316,  130
  240,20160317,   90
  240,20160318,   90
  240,20160319,  100
  240,20160320,   90
  240,20160321,  110
  240,20160322,   80
  240,20160323,  100
  240,20160324,  120
  240,20160325,  130
  240,20160326,  160
  240,20160327,  250
  240,20160328,  250
  240,20160329,  170
  240,20160330,  160
  240,20160331,  100
  240,20160401,   80
  240,20160402,   90
  240,20160403,  110
  240,20160404,  140
  240,20160405,  110
  240,20160406,  200
  240,20160407,  150
  240,20160408,   80
  240,20160409,  110
  240,20160410,  110
  240,20160411,  140
  240,20160412,  120
  240,20160413,   80
  240,20160414,   70
  240,20160415,  120
  240,20160416,  170
  240,20160417,  120
  240,20160418,  140
  240,20160419,  100
  240,20160420,   90
  240,20160421,  100
  240,20160422,   90
  240,20160423,  140
  240,20160424,  190
  240,20160425,  150
  240,20160426,  200
  240,20160427,  130
  240,20160428,  120
  240,20160429,  160
  240,20160430,  100
  240,20160501,   70
  240,20160502,  120
  240,20160503,  110
  240,20160504,   80
  240,20160505,   90
  240,20160506,  110
  240,20160507,  110
  240,20160508,  130
  240,20160509,  130
  240,20160510,   80
  240,20160511,   90
  240,20160512,  140
  240,20160513,  130
  240,20160514,  170
  240,20160515,  140
  240,20160516,  100
  240,20160517,  100
  240,20160518,  130
  240,20160519,  100
  240,20160520,  110
  240,20160521,  130
  240,20160522,  110
  240,20160523,  130
  240,20160524,  120
  240,20160525,   60
  240,20160526,   70
  240,20160527,  100
  240,20160528,   90
  240,20160529,  110
  240,20160530,  180
  240,20160531,  100
  240,20160601,  130
  240,20160602,  150
  240,20160603,   90
  240,20160604,   90
  240,20160605,   90
  240,20160606,   80
  240,20160607,   90
  240,20160608,  110
  240,20160609,  110
  240,20160610,   70
  240,20160611,   60
  240,20160612,   90
  240,20160613,  100
  240,20160614,  110
  240,20160615,   80
  240,20160616,   90
  240,20160617,   80
  240,20160618,  130
  240,20160619,   90
  240,20160620,  130
  240,20160621,   70
  240,20160622,   90
  240,20160623,  140
  240,20160624,   90
  240,20160625,   80
  240,20160626,  100
  240,20160627,  110
  240,20160628,  120
  240,20160629,  140
  240,20160630,  120
  240,20160701,  140
  240,20160702,  150
  240,20160703,  110
  240,20160704,   70
  240,20160705,  170
  240,20160706,  100
  240,20160707,  120
  240,20160708,  150
  240,20160709,  140
  240,20160710,  140
  240,20160711,  210
  240,20160712,  100
  240,20160713,  120
  240,20160714,  130
  240,20160715,  110
  240,20160716,  110
  240,20160717,  100
  240,20160718,   80
  240,20160719,   70
  240,20160720,  150
  240,20160721,   90
  240,20160722,   70
  240,20160723,   70
  240,20160724,   80
  240,20160725,  110
  240,20160726,   80
  240,20160727,  130
  240,20160728,  120
  240,20160729,  140
  240,20160730,   70
  240,20160731,  110
  240,20160801,  100
  240,20160802,   90
  240,20160803,  140
  240,20160804,  150
  240,20160805,  110
  240,20160806,  110
  240,20160807,  140
  240,20160808,  140
  240,20160809,  130
  240,20160810,  120
  240,20160811,  130
  240,20160812,  120
  240,20160813,  120
  240,20160814,   80
  240,20160815,   80
  240,20160816,   80
  240,20160817,  120
  240,20160818,   80
  240,20160819,  130
  240,20160820,  130
  240,20160821,  130
  240,20160822,  140
  240,20160823,   60
  240,20160824,   80
  240,20160825,   70
  240,20160826,  110
  240,20160827,  120
  240,20160828,  160
  240,20160829,   90
  240,20160830,   60
  240,20160831,  110
  240,20160901,   90
  240,20160902,  120
  240,20160903,  110
  240,20160904,  160
  240,20160905,  110
  240,20160906,   70
  240,20160907,   60
  240,20160908,  120
  240,20160909,   80
  240,20160910,  100
  240,20160911,   80
  240,20160912,   70
  240,20160913,   80
  240,20160914,   70
  240,20160915,  130
  240,20160916,   90
  240,20160917,   60
  240,20160918,  110
  240,20160919,   40
  240,20160920,   40
  240,20160921,   80
  240,20160922,   60
  240,20160923,  110
  240,20160924,  100
  240,20160925,  130
  240,20160926,   50
  240,20160927,  100
  240,20160928,  140
  240,20160929,  160
  240,20160930,  140
  240,20161001,  100
  240,20161002,  180
  240,20161003,  100
  240,20161004,  110
  240,20161005,  130
  240,20161006,  120
  240,20161007,  100
  240,20161008,   80
  240,20161009,   90
  240,20161010,   60
  240,20161011,   90
  240,20161012,  120
  240,20161013,  120
  240,20161014,  120
  240,20161015,  100
  240,20161016,  110
  240,20161017,   80
  240,20161018,  170
  240,20161019,  160
  240,20161020,  110
  240,20161021,   80
  240,20161022,   70
  240,20161023,   60
  240,20161024,   90
  240,20161025,   80
  240,20161026,   70
  240,20161027,  120
  240,20161028,  100
  240,20161029,   70
  240,20161030,   30
  240,20161031,   30
  240,20161101,  100
  240,20161102,  150
  240,20161103,  100
  240,20161104,  120
  240,20161105,  120
  240,20161106,  130
  240,20161107,  110
  240,20161108,   70
  240,20161109,   80
  240,20161110,   80
  240,20161111,  100
  240,20161112,  100
  240,20161113,   70
  240,20161114,  100
  240,20161115,  100
  240,20161116,  150
  240,20161117,  190
  240,20161118,  160
  240,20161119,  130
  240,20161120,  270
  240,20161121,  150
  240,20161122,  150
  240,20161123,  110
  240,20161124,  150
  240,20161125,  120
  240,20161126,   60
  240,20161127,   90
  240,20161128,   90
  240,20161129,   50
  240,20161130,  100
  240,20161201,  100
  240,20161202,  100
  240,20161203,   40
  240,20161204,   70
  240,20161205,   40
  240,20161206,   60
  240,20161207,  100
  240,20161208,  130
  240,20161209,  100
  240,20161210,  140
  240,20161211,  190
  240,20161212,  100
  240,20161213,   70
  240,20161214,   50
  240,20161215,   90
  240,20161216,   60
  240,20161217,   60
  240,20161218,   70
  240,20161219,   70
  240,20161220,   80
  240,20161221,  130
  240,20161222,  110
  240,20161223,  170
  240,20161224,  180
  240,20161225,  180
  240,20161226,  180
  240,20161227,  140
  240,20161228,   60
  240,20161229,   60
  240,20161230,   60
  240,20161231,   90
  240,20170101,  100
  240,20170102,  160
  240,20170103,  140
  240,20170104,  210
  240,20170105,   80
  240,20170106,   80
  240,20170107,  110
  240,20170108,   40
  240,20170109,  120
  240,20170110,  130
  240,20170111,  200
  240,20170112,  170
  240,20170113,  210
  240,20170114,  170
  240,20170115,   60
  240,20170116,   60
  240,20170117,   50
  240,20170118,   40
  240,20170119,   70
  240,20170120,   60
  240,20170121,   90
  240,20170122,   40
  240,20170123,   60
  240,20170124,   50
  240,20170125,   70
  240,20170126,   70
  240,20170127,   90
  240,20170128,  100
  240,20170129,  110
  240,20170130,  110
  240,20170131,   90
  240,20170201,  100
  240,20170202,  110
  240,20170203,   80
  240,20170204,   80
  240,20170205,  100
  240,20170206,   60
  240,20170207,  100
  240,20170208,  110
  240,20170209,  100
  240,20170210,  100
  240,20170211,  130
  240,20170212,  120
  240,20170213,  120
  240,20170214,  100
  240,20170215,   80
  240,20170216,  100
  240,20170217,  120
  240,20170218,   60
  240,20170219,  100
  240,20170220,  140
  240,20170221,  180
  240,20170222,  200
  240,20170223,  280
  240,20170224,  140
  240,20170225,  150
  240,20170226,  150
  240,20170227,  180
  240,20170228,  150
  240,20170301,  110
  240,20170302,  230
  240,20170303,  110
  240,20170304,  110
  240,20170305,  150
  240,20170306,   90
  240,20170307,   80
  240,20170308,  150
  240,20170309,  180
  240,20170310,   60
  240,20170311,   60
  240,20170312,   70
  240,20170313,   80
  240,20170314,  110
  240,20170315,   90
  240,20170316,  100
  240,20170317,  200
  240,20170318,  230
  240,20170319,  180
  240,20170320,  220
  240,20170321,  160
  240,20170322,  120
  240,20170323,  130
  240,20170324,  130
  240,20170325,  120
  240,20170326,  120
  240,20170327,   90
  240,20170328,  120
  240,20170329,  150
  240,20170330,  110
  240,20170331,  150
  240,20170401,   70
  240,20170402,  120
  240,20170403,   50
  240,20170404,   80
  240,20170405,  110
  240,20170406,  100
  240,20170407,   90
  240,20170408,   90
  240,20170409,  140
  240,20170410,  140
  240,20170411,  110
  240,20170412,  140
  240,20170413,  100
  240,20170414,  130
  240,20170415,  140
  240,20170416,  130
  240,20170417,  170
  240,20170418,  110
  240,20170419,   90
  240,20170420,   90
  240,20170421,  100
  240,20170422,  140
  240,20170423,  100
  240,20170424,  130
  240,20170425,  170
  240,20170426,  130
  240,20170427,  120
  240,20170428,  110
  240,20170429,   60
  240,20170430,  160
  240,20170501,  110
  240,20170502,  100
  240,20170503,   90
  240,20170504,  150
  240,20170505,  130
  240,20170506,  110
  240,20170507,  100
  240,20170508,  140
  240,20170509,   90
  240,20170510,   60
  240,20170511,   90
  240,20170512,   90
  240,20170513,   90
  240,20170514,  140
  240,20170515,  100
  240,20170516,  110
  240,20170517,  100
  240,20170518,  120
  240,20170519,  150
  240,20170520,  100
  240,20170521,   80
  240,20170522,   90
  240,20170523,  110
  240,20170524,  100
  240,20170525,   80
  240,20170526,   90
  240,20170527,  140
  240,20170528,   80
  240,20170529,  180
  240,20170530,  130
  240,20170531,   90
  240,20170601,   50
  240,20170602,   90
  240,20170603,  100
  240,20170604,  120
  240,20170605,  130
  240,20170606,  240
  240,20170607,  210
  240,20170608,  130
  240,20170609,  130
  240,20170610,  100
  240,20170611,  140
  240,20170612,  150
  240,20170613,   90
  240,20170614,   70
  240,20170615,  140
  240,20170616,  120
  240,20170617,   80
  240,20170618,   60
  240,20170619,  100
  240,20170620,  110
  240,20170621,   90
  240,20170622,  160
  240,20170623,  140
  240,20170624,  140
  240,20170625,  120
  240,20170626,   80
  240,20170627,  100
  240,20170628,  100
  240,20170629,   90
  240,20170630,   90
  240,20170701,  120
  240,20170702,  100
  240,20170703,  150
  240,20170704,   80
  240,20170705,   90
  240,20170706,  110
  240,20170707,  100
  240,20170708,  100
  240,20170709,   90
  240,20170710,  110
  240,20170711,  100
  240,20170712,  150
  240,20170713,   70
  240,20170714,  150
  240,20170715,  100
  240,20170716,   80
  240,20170717,   70
  240,20170718,  100
  240,20170719,  140
  240,20170720,  160
  240,20170721,  100
  240,20170722,  130
  240,20170723,  120
  240,20170724,   80
  240,20170725,  140
  240,20170726,  130
  240,20170727,  130
  240,20170728,  170
  240,20170729,  160
  240,20170730,  160
  240,20170731,  120
  240,20170801,   80
  240,20170802,  140
  240,20170803,  220
  240,20170804,  170
  240,20170805,  140
  240,20170806,  110
  240,20170807,   80
  240,20170808,  100
  240,20170809,  120
  240,20170810,   80
  240,20170811,  100
  240,20170812,  110
  240,20170813,   70
  240,20170814,   80
  240,20170815,   70
  240,20170816,   80
  240,20170817,  110
  240,20170818,  190
  240,20170819,  140
  240,20170820,  120
  240,20170821,   60
  240,20170822,   70
  240,20170823,  100
  240,20170824,  100
  240,20170825,   50
  240,20170826,   80
  240,20170827,   60
  240,20170828,   70
  240,20170829,   80
  240,20170830,  130
  240,20170831,  110
  240,20170901,  100
  240,20170902,   90
  240,20170903,   80
  240,20170904,   80
  240,20170905,  110
  240,20170906,  150
  240,20170907,  120
  240,20170908,  140
  240,20170909,  110
  240,20170910,  170
  240,20170911,  180
  240,20170912,  140
  240,20170913,  260
  240,20170914,  180
  240,20170915,  120
  240,20170916,   80
  240,20170917,   80
  240,20170918,   80
  240,20170919,  100
  240,20170920,  100
  240,20170921,   80
  240,20170922,   90
  240,20170923,   60
  240,20170924,  100
  240,20170925,   80
  240,20170926,   80
  240,20170927,   60
  240,20170928,   70
  240,20170929,  110
  240,20170930,   90
  240,20171001,  140
  240,20171002,  150
  240,20171003,  130
  240,20171004,  150
  240,20171005,  250
  240,20171006,  170
  240,20171007,  160
  240,20171008,   90
  240,20171009,   90
  240,20171010,  120
  240,20171011,  160
  240,20171012,  140
  240,20171013,  140
  240,20171014,  100
  240,20171015,   90
  240,20171016,  110
  240,20171017,  100
  240,20171018,   70
  240,20171019,  110
  240,20171020,  160
  240,20171021,  170
  240,20171022,  160
  240,20171023,  120
  240,20171024,  140
  240,20171025,  140
  240,20171026,   90
  240,20171027,  140
  240,20171028,  200
  240,20171029,  210
  240,20171030,  100
  240,20171031,  120
  240,20171101,  110
  240,20171102,   90
  240,20171103,   60
  240,20171104,  110
  240,20171105,  120
  240,20171106,   90
  240,20171107,   50
  240,20171108,   60
  240,20171109,  110
  240,20171110,  170
  240,20171111,  120
  240,20171112,  130
  240,20171113,  150
  240,20171114,  100
  240,20171115,   70
  240,20171116,  100
  240,20171117,   90
  240,20171118,  160
  240,20171119,  180
  240,20171120,  140
  240,20171121,  140
  240,20171122,  140
  240,20171123,  220
  240,20171124,   70
  240,20171125,  120
  240,20171126,  160
  240,20171127,  160
  240,20171128,  140
  240,20171129,   70
  240,20171130,   90
  240,20171201,   80
  240,20171202,   70
  240,20171203,   80
  240,20171204,   90
  240,20171205,  120
  240,20171206,  130
  240,20171207,  180
  240,20171208,  200
  240,20171209,  170
  240,20171210,  140
  240,20171211,  150
  240,20171212,  120
  240,20171213,  170
  240,20171214,  140
  240,20171215,   90
  240,20171216,  130
  240,20171217,  120
  240,20171218,  140
  240,20171219,   80
  240,20171220,   70
  240,20171221,   80
  240,20171222,   80
  240,20171223,  140
  240,20171224,  170
  240,20171225,  160
  240,20171226,  190
  240,20171227,  140
  240,20171228,  150
  240,20171229,  170
  240,20171230,  200
  240,20171231,  230
  240,20180101,  200
  240,20180102,  140
  240,20180103,  260
  240,20180104,  220
  240,20180105,  150
  240,20180106,  110
  240,20180107,  150
  240,20180108,  130
  240,20180109,  100
  240,20180110,   70
  240,20180111,   90
  240,20180112,  100
  240,20180113,  100
  240,20180114,   90
  240,20180115,  190
  240,20180116,  200
  240,20180117,  210
  240,20180118,  340
  240,20180119,  130
  240,20180120,   90
  240,20180121,  120
  240,20180122,  110
  240,20180123,  140
  240,20180124,  210
  240,20180125,  120
  240,20180126,   60
  240,20180127,  160
  240,20180128,  170
  240,20180129,  220
  240,20180130,   90
  240,20180131,  210
  240,20180201,  140
  240,20180202,  170
  240,20180203,  110
  240,20180204,  150
  240,20180205,  110
  240,20180206,  100
  240,20180207,   40
  240,20180208,   90
  240,20180209,  130
  240,20180210,  140
  240,20180211,  180
  240,20180212,  120
  240,20180213,  140
  240,20180214,  160
  240,20180215,  140
  240,20180216,  100
  240,20180217,   50
  240,20180218,   70
  240,20180219,   60
  240,20180220,   60
  240,20180221,   80
  240,20180222,  110
  240,20180223,  130
  240,20180224,  150
  240,20180225,  130
  240,20180226,  120
  240,20180227,   90
  240,20180228,  160
  240,20180301,  190
  240,20180302,  180
  240,20180303,  100
  240,20180304,  120
  240,20180305,  130
  240,20180306,   70
  240,20180307,   80
  240,20180308,  210
  240,20180309,  100
  240,20180310,  100
  240,20180311,  100
  240,20180312,  100
  240,20180313,  110
  240,20180314,  110
  240,20180315,  140
  240,20180316,  160
  240,20180317,  190
  240,20180318,  180
  240,20180319,  150
  240,20180320,  140
  240,20180321,  100
  240,20180322,  120
  240,20180323,  130
  240,20180324,   60
  240,20180325,   80
  240,20180326,   90
  240,20180327,  100
  240,20180328,  110
  240,20180329,  100
  240,20180330,  130
  240,20180331,   60
  240,20180401,   80
  240,20180402,  120
  240,20180403,  120
  240,20180404,  140
  240,20180405,  180
  240,20180406,  140
  240,20180407,  120
  240,20180408,  100
  240,20180409,  100
  240,20180410,  100
  240,20180411,  120
  240,20180412,  130
  240,20180413,   90
  240,20180414,   80
  240,20180415,   90
  240,20180416,  120
  240,20180417,  120
  240,20180418,  100
  240,20180419,   90
  240,20180420,   80
  240,20180421,   80
